ID	Genome_coverage	Sequencing_depth	Lineage	Sublineage	BioPrject
SRR7070031	 0.982568 	 58.8146	LINEAGE4	lineage4.5	PRJNA302362
SRR7070032	 0.973044 	 61.4081	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070033	 0.978374 	 85.0611	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070034	 0.964814 	 121.079	LINEAGEBOV		PRJNA302362
SRR7070035	 0.972152 	 30.7486	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070036	 0.975434 	 34.1357	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070037	 0.965541 	 91.9648	LINEAGEBOV		PRJNA302362
SRR7070038	 0.979221 	 58.4222	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070039	 0.981568 	 39.9996	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070040	 0.9812 	 50.6013	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070041	 0.979812 	 51.6973	LINEAGE4	lineage4.7	PRJNA302362
SRR7070042	 0.977384 	 63.8264	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070043	 0.976544 	 51.6811	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070044	 0.974567 	 60.6078	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070045	 0.981724 	 74.8323	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070046	 0.98145 	 59.7243	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070047	 0.978393 	 57.0433	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070048	 0.979237 	 61.1285	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070049	 0.976694 	 38.3148	LINEAGE4	lineage4.8	PRJNA302362
SRR7070050	 0.984708 	 67.4185	LINEAGE4	lineage4.5	PRJNA302362
SRR7070051	 0.985385 	 163.053	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070052	 0.980058 	 45.602	LINEAGE4	lineage4.8	PRJNA302362
SRR7070053	 0.976515 	 33.6878	LINEAGE4	lineage4.8	PRJNA302362
SRR7070054	 0.975204 	 32.3332	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070055	 0.97539 	 44.1077	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070056	 0.982645 	 112.705	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070057	 0.977808 	 45.3523	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070058	 0.985282 	 151.393	LINEAGE4	lineage4.3.1	PRJNA302362
SRR7070059	 0.979477 	 50.5338	LINEAGE3	lineage3.1.2	PRJNA302362
SRR7070060	 0.980652 	 60.7716	LINEAGE4	lineage4.8	PRJNA302362
SRR7070061	 0.980271 	 49.9476	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070062	 0.959355 	 63.6971	LINEAGEBOV		PRJNA302362
SRR7070063	 0.9727 	 56.3361	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070064	 0.980769 	 83.2772	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070065	 0.977832 	 48.5652	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070066	 0.976005 	 58.4938	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070067	 0.974858 	 30.7657	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070068	 0.982624 	 55.3065	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070069	 0.982777 	 103.451	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070070	 0.97899 	 46.5128	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070071	 0.984123 	 64.2102	LINEAGE4	lineage4.5	PRJNA302362
SRR7070072	 0.95613 	 43.4302	LINEAGEBOV		PRJNA302362
SRR7070073	 0.986312 	 184.194	LINEAGE4	lineage4.1.2	PRJNA302362
SRR7070074	 0.975132 	 34.0501	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070075	 0.979071 	 39.9501	LINEAGE4	lineage4.8	PRJNA302362
SRR7070076	 0.957269 	 64.283	LINEAGEBOV		PRJNA302362
SRR7070077	 0.981307 	 77.3215	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070078	 0.977403 	 40.212	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070079	 0.982068 	 81.107	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070080	 0.978396 	 76.6807	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070081	 0.973352 	 33.1675	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070082	 0.978595 	 59.5336	LINEAGE4	lineage4.1.1.2	PRJNA302362
SRR7070083	 0.969448 	 21.9559	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070084	 0.979456 	 32.7969	LINEAGE4	lineage4.8	PRJNA302362
SRR7070085	 0.975865 	 50.7691	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070086	 0.980779 	 49.1731	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070087	 0.976233 	 31.2382	LINEAGE4	lineage4.8	PRJNA302362
SRR7070088	 0.98022 	 44.6827	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070089	 0.982815 	 61.2725	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070090	 0.972437 	 43.5054	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070091	 0.974066 	 31.5501	LINEAGE4	lineage4.8	PRJNA302362
SRR7070092	 0.973061 	 44.2252	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070093	 0.978016 	 55.0211	LINEAGE4	lineage4.4.1.1	PRJNA302362
SRR7070094	 0.977406 	 64.1085	LINEAGE5	lineage5	PRJNA302362
SRR7070095	 0.982097 	 73.0367	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070096	 0.979307 	 61.3789	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070097	 0.973991 	 28.999	LINEAGE4	lineage4.8	PRJNA302362
SRR7070098	 0.946177 	 28.253	LINEAGEBOV		PRJNA302362
SRR7070099	 0.976329 	 60.2872	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070100	 0.979594 	 44.6237	LINEAGE4	lineage4.5	PRJNA302362
SRR7070101	 0.978544 	 68.4852	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070102	 0.981625 	 62.928	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070103	 0.978452 	 38.4708	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070104	 0.982238 	 76.9853	LINEAGE4	lineage4.8	PRJNA302362
SRR7070105	 0.980301 	 87.9172	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070106	 0.953874 	 39.0139	LINEAGEBOV		PRJNA302362
SRR7070107	 0.970984 	 31.4912	LINEAGE4	lineage4.4.1.1	PRJNA302362
SRR7070108	 0.960887 	 34.5054	LINEAGEBOV		PRJNA302362
SRR7070109	 0.980759 	 58.0164	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070110	 0.974421 	 54.2382	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070111	 0.979745 	 67.4409	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070112	 0.975717 	 66.6531	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070113	 0.980401 	 66.4547	LINEAGE4	lineage4.8	PRJNA302362
SRR7070114	 0.983637 	 74.547	LINEAGE4	lineage4.8	PRJNA302362
SRR7070115	 0.96615 	 129.421	LINEAGEBOV		PRJNA302362
SRR7070116	 0.975656 	 50.7193	LINEAGE1	lineage1.2.2	PRJNA302362
SRR7070117	 0.979721 	 49.7961	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070118	 0.976644 	 38.0622	LINEAGE4	lineage4.3.2.1	PRJNA302362
SRR7070119	 0.98285 	 74.9662	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070120	 0.979537 	 51.0138	LINEAGE4	lineage4.9.x.x	PRJNA302362
SRR7070121	 0.978591 	 46.874	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070122	 0.975728 	 49.9994	LINEAGE4	lineage4.3.3	PRJNA302362
SRR7070123	 0.97827 	 38.8314	LINEAGE4	lineage4.5	PRJNA302362
SRR7070124	 0.979569 	 45.3862	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070125	 0.976063 	 62.1566	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070126	 0.962644 	 31.4423	LINEAGE6	lineage6	PRJNA302362
SRR7070127	 0.975933 	 47.7547	LINEAGE1	lineage1.2.2	PRJNA302362
SRR7070128	 0.980668 	 60.3523	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070129	 0.955843 	 38.3744	LINEAGEBOV		PRJNA302362
SRR7070130	 0.976032 	 56.094	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070131	 0.978956 	 41.2279	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070132	 0.9779 	 68.9175	LINEAGE4	lineage4.8	PRJNA302362
SRR7070133	 0.981804 	 78.159	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070134	 0.981886 	 45.7909	LINEAGE3	lineage3.1.1	PRJNA302362
SRR7070135	 0.979627 	 36.5792	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070136	 0.979849 	 63.9322	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070137	 0.984954 	 139.702	LINEAGE4	lineage4.6.2	PRJNA302362
SRR7070138	 0.977624 	 45.6692	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070139	 0.95743 	 23.8263	LINEAGE4	lineage4.3.4.1	PRJNA302362
SRR7070140	 0.977322 	 37.6094	LINEAGE4	lineage4.8	PRJNA302362
SRR7070141	 0.974777 	 44.877	LINEAGE3	lineage3.1.2.2	PRJNA302362
SRR7070142	 0.976908 	 50.0234	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070143	 0.976966 	 38.8088	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070144	 0.981511 	 67.2128	LINEAGE4	lineage4.8	PRJNA302362
SRR7070145	 0.978237 	 59.7452	LINEAGE4	lineage4.3.1	PRJNA302362
SRR7070146	 0.979585 	 45.1217	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070147	 0.983386 	 80.8396	LINEAGE4	lineage4.8	PRJNA302362
SRR7070148	 0.980574 	 65.0925	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070149	 0.982839 	 78.7235	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070150	 0.985495 	 88.2115	LINEAGE4	lineage4.6.1.2	PRJNA302362
SRR7070151	 0.970794 	 32.5927	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070152	 0.979862 	 49.0447	LINEAGE4	lineage4.8	PRJNA302362
SRR7070153	 0.980135 	 48.2954	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070154	 0.978873 	 46.4471	LINEAGE4	lineage4.4.1.1	PRJNA302362
SRR7070155	 0.971857 	 58.7915	LINEAGE4	lineage4.3.4.2.1	PRJNA302362
SRR7070156	 0.977108 	 43.4541	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070157	 0.97379 	 24.4403	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070158	 0.979186 	 68.6439	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070159	 0.975821 	 47.2734	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070160	 0.97521 	 57.1605	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070161	 0.982447 	 94.5802	LINEAGE4	lineage4.1.1.2	PRJNA302362
SRR7070162	 0.977781 	 64.9338	LINEAGE4	lineage4.6.2	PRJNA302362
SRR7070163	 0.976498 	 54.3018	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070164	 0.965305 	 170.742	LINEAGEBOV		PRJNA302362
SRR7070165	 0.980554 	 77.0644	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070166	 0.982987 	 125.281	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070167	 0.97568 	 49.3986	LINEAGE3	lineage3.1.1	PRJNA302362
SRR7070168	 0.976029 	 37.5573	LINEAGE4	lineage4.5	PRJNA302362
SRR7070169	 0.977298 	 69.2493	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070170	 0.981338 	 47.1944	LINEAGE4	lineage4.8	PRJNA302362
SRR7070171	 0.973519 	 41.0325	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070172	 0.981464 	 68.2439	LINEAGE4	lineage4.8	PRJNA302362
SRR7070173	 0.974647 	 112.025	LINEAGE4	lineage4.3.4.2.1	PRJNA302362
SRR7070174	 0.979509 	 66.6379	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070175	 0.974741 	 37.9157	LINEAGE4	lineage4.8	PRJNA302362
SRR7070176	 0.976597 	 36.8787	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070177	 0.977256 	 52.6542	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070178	 0.982618 	 59.1107	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070179	 0.986076 	 69.8934	LINEAGE4	lineage4.9.x.x	PRJNA302362
SRR7070180	 0.98338 	 88.8754	LINEAGE4	lineage4.7	PRJNA302362
SRR7070181	 0.980942 	 62.8829	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070182	 0.976426 	 84.6748	LINEAGE2	lineage2.2.1.2	PRJNA302362
SRR7070183	 0.980225 	 39.3656	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070184	 0.972623 	 49.1304	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070185	 0.981424 	 74.8222	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070186	 0.981214 	 55.1559	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070187	 0.976966 	 56.8596	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070188	 0.978235 	 69.1948	LINEAGE4	lineage4.3.3	PRJNA302362
SRR7070189	 0.977697 	 42.7012	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070190	 0.974493 	 51.0176	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070191	 0.973676 	 57.0204	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070192	 0.972285 	 63.3179	LINEAGE6	lineage6	PRJNA302362
SRR7070193	 0.973293 	 76.4726	LINEAGE4	lineage4.3.4.2.1	PRJNA302362
SRR7070194	 0.976058 	 33.445	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070195	 0.975219 	 38.3181	LINEAGE3	lineage3.1.2.1	PRJNA302362
SRR7070196	 0.975166 	 28.3186	LINEAGE4	lineage4.9.x.x	PRJNA302362
SRR7070197	 0.983077 	 64.0361	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070198	 0.988269 	 120.623	LINEAGE3	lineage3.1.2.1	PRJNA302362
SRR7070199	 0.980585 	 52.3029	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070200	 0.974606 	 43.9743	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070201	 0.967115 	 49.9071	LINEAGEBOV		PRJNA302362
SRR7070202	 0.975768 	 41.2965	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070203	 0.966677 	 21.4031	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070204	 0.973229 	 121.571	LINEAGE4	lineage4.3.4.1	PRJNA302362
SRR7070205	 0.971229 	 35.1566	LINEAGE4	lineage4.3.3	PRJNA302362
SRR7070206	 0.977023 	 42.9234	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070207	 0.979788 	 62.5179	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070208	 0.978927 	 49.799	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070209	 0.976576 	 44.7942	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070210	 0.986228 	 138.391	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070211	 0.974089 	 42.4821	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070212	 0.975177 	 46.2548	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070213	 0.980842 	 38.4543	LINEAGE4	lineage4.1.2	PRJNA302362
SRR7070214	 0.980651 	 61.2827	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070215	 0.977198 	 63.7498	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070216	 0.977506 	 66.723	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070217	 0.975839 	 37.089	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070218	 0.977753 	 62.1258	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070219	 0.980064 	 62.0398	LINEAGE1	lineage1.2.1	PRJNA302362
SRR7070220	 0.971434 	 32.494	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070221	 0.97717 	 36.5806	LINEAGE4	lineage4.8	PRJNA302362
SRR7070222	 0.984183 	 48.27	LINEAGE4	lineage4.8	PRJNA302362
SRR7070223	 0.977165 	 25.3568	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070224	 0.965694 	 67.55	LINEAGEBOV		PRJNA302362
SRR7070225	 0.965893 	 137.745	LINEAGEBOV		PRJNA302362
SRR7070226	 0.986942 	 85.8238	LINEAGE3	lineage3.1.2.2	PRJNA302362
SRR7070227	 0.982808 	 100.724	LINEAGE3	lineage3.1.2	PRJNA302362
SRR7070228	 0.982354 	 47.0896	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070229	 0.978441 	 58.709	LINEAGE4	lineage4.3.1	PRJNA302362
SRR7070230	 0.975923 	 76.9878	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070231	 0.975306 	 25.7116	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070232	 0.978154 	 69.7312	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070233	 0.971713 	 29.3348	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070234	 0.9824 	 132.88	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070235	 0.982308 	 79.5249	LINEAGE4	lineage4.2.2.1	PRJNA302362
SRR7070236	 0.973078 	 31.4275	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070237	 0.978642 	 73.8391	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070238	 0.982009 	 69.1931	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070239	 0.979794 	 65.6272	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070240	 0.981096 	 41.425	LINEAGE4	lineage4.1.2	PRJNA302362
SRR7070241	 0.980249 	 61.2097	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070242	 0.976341 	 45.0044	LINEAGE4	lineage4.4.1.1	PRJNA302362
SRR7070243	 0.974567 	 34.9481	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070244	 0.979849 	 48.034	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070245	 0.96266 	 127.703	LINEAGEBOV		PRJNA302362
SRR7070246	 0.969872 	 28.6309	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070247	 0.958082 	 58.1444	LINEAGEBOV		PRJNA302362
SRR7070248	 0.983883 	 139.307	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070249	 0.983996 	 60.1384	LINEAGE4	lineage4.9.x.x	PRJNA302362
SRR7070250	 0.981829 	 55.3783	LINEAGE4	lineage4.4.1.1	PRJNA302362
SRR7070251	 0.981833 	 75.2546	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070252	 0.975549 	 51.0387	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070253	 0.981768 	 90.7231	LINEAGE4	lineage4.6.2	PRJNA302362
SRR7070254	 0.980416 	 47.2155	LINEAGE3	lineage3.1.1	PRJNA302362
SRR7070255	 0.979057 	 37.9833	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070256	 0.977905 	 40.7479	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070257	 0.981156 	 61.25	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070258	 0.975608 	 41.3935	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070259	 0.976726 	 35.1463	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070260	 0.974755 	 43.6949	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070261	 0.981229 	 93.1305	LINEAGE4	lineage4.8	PRJNA302362
SRR7070262	 0.970364 	 47.9942	LINEAGE6	lineage6	PRJNA302362
SRR7070263	 0.979479 	 50.675	LINEAGE1	lineage1.2.1	PRJNA302362
SRR7070264	 0.97997 	 58.2335	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070265	 0.977528 	 47.2564	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070266	 0.969446 	 26.2507	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070267	 0.976413 	 53.2176	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070268	 0.981685 	 63.6526	LINEAGE4	lineage4.8	PRJNA302362
SRR7070269	 0.982116 	 75.1534	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070270	 0.979739 	 49.2897	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070271	 0.967882 	 23.2587	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070272	 0.98098 	 79.7086	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070273	 0.978253 	 46.1407	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070274	 0.977755 	 30.7158	LINEAGE1	lineage1.2.1	PRJNA302362
SRR7070275	 0.984497 	 82.8852	LINEAGE4	lineage4.3.3	PRJNA302362
SRR7070276	 0.98164 	 46.0481	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070277	 0.974157 	 54.9244	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070278	 0.984577 	 104.499	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070279	 0.979004 	 59.4061	LINEAGE4	lineage4.8	PRJNA302362
SRR7070280	 0.978857 	 41.0532	LINEAGE4	lineage4.8	PRJNA302362
SRR7070281	 0.980119 	 51.9055	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070282	 0.973653 	 44.3309	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070283	 0.977394 	 56.1024	LINEAGE4	lineage4.2.2	PRJNA302362
SRR7070284	 0.981139 	 61.2619	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070285	 0.974463 	 33.2653	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070286	 0.975207 	 46.0344	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070287	 0.983742 	 127.073	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070288	 0.981093 	 74.9913	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070289	 0.97502 	 39.2554	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070290	 0.969032 	 42.4796	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070291	 0.973494 	 55.4497	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070292	 0.976077 	 47.5098	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070293	 0.977134 	 27.5708	LINEAGE4	lineage4.8	PRJNA302362
SRR7070294	 0.974828 	 36.2748	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070295	 0.977158 	 43.2568	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070296	 0.983057 	 71.4266	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070297	 0.976868 	 57.7674	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070298	 0.977375 	 45.5573	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070299	 0.981661 	 59.9592	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070300	 0.974207 	 57.8616	LINEAGE4	lineage4.6.1.2	PRJNA302362
SRR7070301	 0.97516 	 32.4908	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070302	 0.977614 	 49.7914	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070303	 0.976808 	 54.0665	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070304	 0.980946 	 65.6823	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070305	 0.986165 	 142.833	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070306	 0.982615 	 69.6695	LINEAGE1	lineage1.2.1	PRJNA302362
SRR7070307	 0.976745 	 34.7488	LINEAGE4	lineage4.2.1	PRJNA302362
SRR7070308	 0.983892 	 104.923	LINEAGE1	lineage1.2.2	PRJNA302362
SRR7070309	 0.97905 	 46.6463	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070310	 0.972868 	 27.6929	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070311	 0.986897 	 130.372	LINEAGE4	lineage4.1.1.2	PRJNA302362
SRR7070312	 0.970815 	 39.3447	LINEAGE4	lineage4.6.2.2	PRJNA302362
SRR7070313	 0.981782 	 59.4439	LINEAGE4	lineage4.1.1	PRJNA302362
SRR7070314	 0.976033 	 47.0726	LINEAGE4	lineage4.1.1.1	PRJNA302362
SRR7070315	 0.980999 	 57.6006	LINEAGE4	lineage4.8	PRJNA302362
SRR7070316	 0.975845 	 43.9105	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070317	 0.980246 	 58.2087	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070318	 0.9799 	 43.3132	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070319	 0.983403 	 59.2506	LINEAGE4	lineage4.1	PRJNA302362
SRR7070320	 0.978452 	 29.2705	LINEAGE4	lineage4.8	PRJNA302362
SRR7070321	 0.979097 	 54.1639	LINEAGE4	lineage4.5	PRJNA302362
SRR7070322	 0.975921 	 50.2431	LINEAGE2	lineage2.2.1	PRJNA302362
SRR7070323	 0.986269 	 120.134	LINEAGE3	lineage3.1.2.2	PRJNA302362
SRR7070324	 0.979734 	 50.3661	LINEAGE3	lineage3.1.1	PRJNA302362
SRR7070325	 0.982619 	 118.41	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070326	 0.982906 	 83.5453	LINEAGE4	lineage4.8	PRJNA302362
SRR7070327	 0.969674 	 25.1684	LINEAGE1	lineage1.1.3	PRJNA302362
SRR7070328	 0.980882 	 73.5413	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070329	 0.977961 	 49.8501	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070330	 0.973279 	 32.7172	LINEAGE1	lineage1.1.2	PRJNA302362
SRR7070331	 0.978165 	 57.5596	LINEAGE4	lineage4.5	PRJNA302362
SRR7070332	 0.97926 	 51.994	LINEAGE3	lineage3.1.2	PRJNA302362
SRR7070333	 0.983415 	 85.4221	LINEAGE3	lineage3.x.x.x	PRJNA302362
SRR7070334	 0.97349 	 30.8424	LINEAGE4	lineage4.3.2.1	PRJNA302362
SRR7070335	 0.980722 	 78.7522	LINEAGE4	lineage4.1.2.1	PRJNA302362
SRR7070336	 0.981632 	 54.668	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070337	 0.981081 	 75.8613	LINEAGE4	lineage4.1.1.3	PRJNA302362
SRR7070338	 0.97539 	 42.4412	LINEAGE4	lineage4.8	PRJNA302362
